high,low,open,close,volume,date,ticker,close_prediction
9368.476563,9202.353516,9352.393555,9267.561523,22700383839,2019-11-07,BTC,11443.22694
9272.759766,8775.53418,9265.368164,8804.880859,24333037836,2019-11-08,BTC,11308.94027
8891.818359,8793.163086,8809.46875,8813.582031,17578630606,2019-11-09,BTC,11196.80472
9103.826172,8806.162109,8812.489258,9055.526367,20587919881,2019-11-10,BTC,11062.76485
9081.279297,8700.608398,9056.917969,8757.788086,20265510765,2019-11-11,BTC,10942.46721
8853.768555,8685.427734,8759.751953,8815.662109,20309769107,2019-11-12,BTC,10783.09811
8836.841797,8761.651367,8812.033203,8808.262695,17545755405,2019-11-13,BTC,10771.6321
8826.943359,8692.551758,8811.936523,8708.094727,19084739975,2019-11-14,BTC,10551.38651
8730.873047,8484.84375,8705.708008,8491.992188,21796856471,2019-11-15,BTC,10453.73861
8591.99707,8473.973633,8491.166016,8550.760742,16495389808,2019-11-16,BTC,10378.32601
8727.789063,8500.967773,8549.470703,8577.975586,18668638897,2019-11-17,BTC,10278.06882
8653.280273,8273.573242,8573.980469,8309.286133,21579470673,2019-11-18,BTC,10185.76141
8408.516602,8099.963379,8305.134766,8206.145508,21083613816,2019-11-19,BTC,10046.00259
8237.240234,8010.511719,8203.613281,8027.268066,20764300437,2019-11-20,BTC,10043.5298
8110.098145,7597.381836,8023.644531,7642.75,22514243371,2019-11-21,BTC,9819.850312
7697.382813,6936.706543,7643.569336,7296.577637,34242315785,2019-11-22,BTC,9705.023394
7442.258789,7151.417969,7296.164551,7397.796875,21008924418,2019-11-23,BTC,9597.91222
7408.577148,7029.289063,7398.633789,7047.916992,30433517289,2019-11-24,BTC,9451.242046
7319.856934,6617.166992,7039.977051,7146.133789,42685231262,2019-11-25,BTC,9298.211299
7320.230469,7098.572266,7145.15918,7218.371094,21129505542,2019-11-26,BTC,9084.423464
7619.693359,6974.174316,7220.880859,7531.663574,23991412764,2019-11-27,BTC,8996.205004
7730.072754,7454.121582,7536.820313,7463.105957,19050116751,2019-11-28,BTC,8677.202345
7781.179688,7460.756348,7466.727051,7761.243652,19709695456,2019-11-29,BTC,8460.112569
