high,low,open,close,volume,date,ticker,close_prediction
191.8610992,186.5670013,191.504303,187.9765472,9081247799,2019-11-07,ETH,217.2750801
188.815979,182.5413666,187.9242706,184.2114716,9176780911,2019-11-08,ETH,211.6363762
185.8385315,183.9022369,184.3117218,185.028717,7277418704,2019-11-09,ETH,217.6297867
190.9206085,184.6867828,184.9433594,189.4772797,8752784211,2019-11-10,ETH,221.7231349
190.3384247,185.086319,189.5029297,185.4896393,7877424106,2019-11-11,ETH,223.1586092
187.9480286,184.1910553,185.5648346,186.8434143,7792186666,2019-11-12,ETH,224.2806624
189.3318787,185.9379425,186.9424438,188.2587433,7343173596,2019-11-13,ETH,233.9573628
188.6345978,184.9922943,188.2725067,185.9996338,7872664470,2019-11-14,ETH,224.5836656
186.2518311,179.3795624,186.0581665,180.5211792,8815678477,2019-11-15,ETH,217.4645906
184.1552734,179.985672,180.4990997,183.3483582,6789888120,2019-11-16,ETH,222.7171758
188.1913452,182.3368073,183.3508301,185.1192322,7364325471,2019-11-17,ETH,226.6671849
186.9271545,179.1755066,185.0414581,180.5596008,7787662111,2019-11-18,ETH,228.4034124
182.5279999,175.197113,180.5024567,177.4555511,7536699743,2019-11-19,ETH,230.110698
178.9931488,175.2904358,177.4152832,175.698349,7205785149,2019-11-20,ETH,240.4965221
176.2092133,159.3651276,175.6735992,161.4627228,8546371325,2019-11-21,ETH,231.7995001
163.0280914,142.344101,161.5058899,150.2681732,12020749863,2019-11-22,ETH,225.1776035
154.1015625,147.6012421,150.2122192,153.4177856,8289198330,2019-11-23,ETH,230.6148303
153.9659119,142.8347015,153.4305267,142.8347015,7782769098,2019-11-24,ETH,234.3221607
150.207962,133.8023376,142.6970062,146.476532,10962753356,2019-11-25,ETH,235.2955137
150.0047607,145.2168732,146.4043121,148.9650726,7648516297,2019-11-26,ETH,235.6517077
154.887207,143.5256042,148.3968201,153.0105591,8778095308,2019-11-27,ETH,244.0572037
156.6135864,151.0911255,153.0692444,151.7175751,7346531960,2019-11-28,ETH,232.7378847
156.8484039,151.460434,151.7686005,155.3041534,7503898278,2019-11-29,ETH,222.8676557
156.6912994,151.2253418,155.2864075,152.5396881,6565950868,2019-11-30,ETH,224.4745724
152.4919281,147.0679321,152.4919281,151.18573,7102780298,2019-12-01,ETH,223.8403462
152.1169586,147.6067963,151.1754761,149.0591583,6670561362,2019-12-02,ETH,220.0559826
150.3104248,146.0016785,149.0582428,147.9564209,6204379850,2019-12-03,ETH,215.3546188
150.6808167,145.000885,147.9183807,146.7477417,7865937094,2019-12-04,ETH,218.5364348
153.1553955,145.4590759,146.6864929,149.2489929,6745910228,2019-12-05,ETH,201.9739974
149.670517,147.6065216,149.3964844,149.1944427,6458766441,2019-12-06,ETH,186.9959601
149.7997131,148.3747711,149.1976013,148.768158,5911233284,2019-12-07,ETH,183.7879697
152.3929291,148.3133392,148.7436829,151.2647247,6441727252,2019-12-08,ETH,178.7867872
151.9139404,147.6213684,151.2243958,148.225174,6744206747,2019-12-09,ETH,171.2305441
148.5644684,144.907959,148.1798553,146.2670441,6859512025,2019-12-10,ETH,163.4863686
147.1392059,143.0453644,146.3206482,143.6080017,7037180049,2019-12-11,ETH,164.4704154
