high,low,open,close,volume,date,ticker,close_prediction
0.31327799,0.283394992,0.310175002,0.292430997,2430065390,2019-11-07,XRP,0.309006444
0.292611986,0.274004996,0.292438,0.276953012,2026687432,2019-11-08,XRP,0.307767928
0.282471001,0.276327997,0.276863009,0.280196011,1449652131,2019-11-09,XRP,0.312503394
0.283116996,0.276668996,0.28027299,0.280203998,1557437413,2019-11-10,XRP,0.309987435
0.281726986,0.272008002,0.280164003,0.275085986,1437677669,2019-11-11,XRP,0.313002001
0.277042001,0.27078101,0.275178999,0.272417992,1404766289,2019-11-12,XRP,0.313587488
0.275664985,0.271302998,0.272379011,0.273036003,1278922350,2019-11-13,XRP,0.311538349
0.273867995,0.268068999,0.272902995,0.270390987,1264478184,2019-11-14,XRP,0.311552323
0.271048993,0.25987801,0.27046299,0.26165399,1548251349,2019-11-15,XRP,0.31123537
0.265442997,0.260609001,0.261694014,0.263886005,1195333401,2019-11-16,XRP,0.316822363
0.26938501,0.262831986,0.264008999,0.265253007,1273573229,2019-11-17,XRP,0.31505725
0.265513986,0.249842003,0.265136987,0.255652994,1452996115,2019-11-18,XRP,0.31869234
0.258563012,0.246970996,0.25564599,0.256500006,1420685334,2019-11-19,XRP,0.319740077
0.259139001,0.250331014,0.256545007,0.251363993,1319069498,2019-11-20,XRP,0.317969315
0.253511995,0.240784004,0.251316011,0.243765995,1586333624,2019-11-21,XRP,0.318055184
0.246417001,0.225686997,0.243774995,0.231600001,2012230945,2019-11-22,XRP,0.317584624
0.236187994,0.227706999,0.231573999,0.236187994,1480512363,2019-11-23,XRP,0.32277761
0.236373007,0.223184004,0.236227006,0.223184004,2932397174,2019-11-24,XRP,0.320367761
0.225923002,0.207012996,0.222831994,0.218621999,9415068271,2019-11-25,XRP,0.323101993
0.223212004,0.214956999,0.218464002,0.222145006,1322723640,2019-11-26,XRP,0.322992538
0.228497997,0.216198996,0.221845001,0.225080997,1608881984,2019-11-27,XRP,0.319813354
0.231131002,0.224197999,0.225220993,0.224570006,1244175231,2019-11-28,XRP,0.318250005
0.231636003,0.224129006,0.224622995,0.230216995,1325761774,2019-11-29,XRP,0.315905072
0.233614996,0.224546,0.230232,0.226474002,1160032624,2019-11-30,XRP,0.319019132
0.226524994,0.220253006,0.226466,0.225333005,1176237060,2019-12-01,XRP,0.314350984
0.227202997,0.217282996,0.225385994,0.219580993,1187513777,2019-12-02,XRP,0.314676815
0.223178998,0.216674998,0.219515994,0.219870001,1017648495,2019-12-03,XRP,0.312041602
0.221770003,0.212603003,0.219824001,0.216348007,1427312577,2019-12-04,XRP,0.306254822
0.226575002,0.213964999,0.216249004,0.222928002,1424294121,2019-12-05,XRP,0.302039545
0.225858003,0.220785007,0.222958997,0.225504994,1253702621,2019-12-06,XRP,0.297036995
0.228891,0.225390002,0.225492001,0.228444993,1073561928,2019-12-07,XRP,0.297526635
0.233737007,0.226260006,0.228452995,0.230434999,1117646358,2019-12-08,XRP,0.290305496
0.231324002,0.223183006,0.230433002,0.225452006,1241659373,2019-12-09,XRP,0.288186424
0.226251006,0.221276,0.225438997,0.224301994,1191690782,2019-12-10,XRP,0.283248627
0.224741995,0.221290007,0.224241003,0.222053006,1072062152,2019-12-11,XRP,0.275332556
0.222691998,0.218962997,0.222012997,0.219859004,1287697362,2019-12-12,XRP,0.269188259
0.221007004,0.216930002,0.219826996,0.220754996,1252707498,2019-12-13,XRP,0.2624793
0.221742004,0.216794997,0.220748007,0.217355996,1078990952,2019-12-14,XRP,0.261502324
0.220073998,0.211346999,0.217573002,0.218601003,1171149673,2019-12-15,XRP,0.253065989
0.218907997,0.206862003,0.218647003,0.207224995,1486338425,2019-12-16,XRP,0.249988977
0.207659006,0.180493996,0.207188994,0.183698997,2059426123,2019-12-17,XRP,0.244350445
0.197512001,0.178485006,0.184613004,0.196176007,2136022808,2019-12-18,XRP,0.23598499
0.197256997,0.185322002,0.196289003,0.190818995,1588179338,2019-12-19,XRP,0.229631231
0.197966993,0.186776996,0.190899998,0.195316002,1765470385,2019-12-20,XRP,0.222936123
0.196172997,0.190614,0.195339993,0.194082007,1208597753,2019-12-21,XRP,0.222175059
0.197369993,0.192513004,0.193999007,0.196978003,1261599021,2019-12-22,XRP,0.214131482
0.198134005,0.189890996,0.196958005,0.190943003,1402992086,2019-12-23,XRP,0.211595691
0.196885005,0.189907998,0.190991998,0.192197993,1255576963,2019-12-24,XRP,0.20661618
0.192622006,0.188474,0.192287996,0.190718994,1140140919,2019-12-25,XRP,0.19899557
0.192517996,0.188141003,0.190555006,0.190393999,1177534639,2019-12-26,XRP,0.193440205
0.192708001,0.188501999,0.190403,0.191101998,1151157499,2019-12-27,XRP,0.187565502
0.195286006,0.190973997,0.191063002,0.193222001,1168758140,2019-12-28,XRP,0.187617069
0.198972002,0.192524001,0.193115994,0.197051004,1176573822,2019-12-29,XRP,0.180351306
0.198716,0.193684995,0.197062999,0.194473997,1247499610,2019-12-30,XRP,0.17853512
0.194877997,0.189969003,0.194518,0.192893997,1116761075,2019-12-31,XRP,0.174198086
0.194362,0.192107007,0.192911997,0.192667007,1041134003,2020-01-01,XRP,0.167129071
0.192895994,0.186947003,0.192708001,0.188042998,1085351426,2020-01-02,XRP,0.162026387
0.194069996,0.185846001,0.187948003,0.193520993,1270017043,2020-01-03,XRP,0.156503519
0.194653004,0.191835001,0.193520993,0.194354996,999331594,2020-01-04,XRP,0.156810466
0.199222997,0.193884,0.194367006,0.195537001,1168067557,2020-01-05,XRP,0.14971435
0.223831996,0.195068002,0.195536003,0.221509993,2301679290,2020-01-06,XRP,0.147998969
0.223386005,0.209047005,0.221576005,0.213917002,2237698314,2020-01-07,XRP,0.143716588
0.216703996,0.205213994,0.213834003,0.209025994,1782128652,2020-01-08,XRP,0.136684017
0.209141999,0.202589005,0.209110007,0.204898998,1341130889,2020-01-09,XRP,0.131632028
0.212402999,0.201820001,0.204907998,0.212305993,1693646276,2020-01-10,XRP,0.126210208
0.218970999,0.210053995,0.212097004,0.211851001,1655817070,2020-01-11,XRP,0.126707259
0.216371,0.211532995,0.212151006,0.215633005,1496128430,2020-01-12,XRP,0.119930484
0.215687007,0.210601002,0.215624005,0.212616995,1321442559,2020-01-13,XRP,0.118704099
0.241832003,0.212378994,0.212528005,0.234687001,2639844916,2020-01-14,XRP,0.115119764
0.240997002,0.227919996,0.234503999,0.232895002,2590278224,2020-01-15,XRP,0.109031352
0.233567998,0.224055007,0.232880995,0.228573993,2066952513,2020-01-16,XRP,0.105203096
0.243156001,0.226576,0.228725001,0.238775998,2418043081,2020-01-17,XRP,0.101313207
0.251186997,0.233147994,0.238879994,0.243285999,2391157804,2020-01-18,XRP,0.103673044
0.249568999,0.229277998,0.243367001,0.235585004,2211717302,2020-01-19,XRP,0.099105568
0.235747993,0.225986004,0.235384002,0.233296007,1723535818,2020-01-20,XRP,0.100442796
0.240263999,0.231538996,0.233339995,0.237166002,1701652845,2020-01-21,XRP,0.09977563
0.238689005,0.234236002,0.237262994,0.236056,1517150861,2020-01-22,XRP,0.096948145
0.236284003,0.223068997,0.236173004,0.226104006,1600294983,2020-01-23,XRP,0.096705458
0.226313993,0.215388998,0.226200998,0.223040998,1706347379,2020-01-24,XRP,0.096697313
0.22315,0.217737004,0.223049,0.220427006,1373179560,2020-01-25,XRP,0.10319745
0.231344,0.219327003,0.220345005,0.230685994,1583964764,2020-01-26,XRP,0.102982499
0.234633997,0.226981997,0.230532005,0.231222004,1722593699,2020-01-27,XRP,0.108830111
0.239931002,0.230945006,0.231206,0.238488004,2052700894,2020-01-28,XRP,0.112769689
0.241266996,0.235321999,0.238691002,0.235730007,1883265674,2020-01-29,XRP,0.114577777
0.245960996,0.231996998,0.235606998,0.243642002,2125017678,2020-01-30,XRP,0.118927221
