index,high,low,open,close,volume,date,ticker
0,193.44000244140625,189.47000122070312,191.91000366210938,190.4199981689453,13473000,2019-11-07 00:00:00,META
1,192.33999633789062,189.6999969482422,190,190.83999633789062,10760800,2019-11-08 00:00:00,META
2,190.0800018310547,188.5399932861328,189.92999267578125,189.61000061035156,8631200,2019-11-11 00:00:00,META
3,195.05999755859375,189.74000549316406,190,194.47000122070312,17615500,2019-11-12 00:00:00,META
4,195.6999969482422,192.74000549316406,194.6999969482422,193.19000244140625,10860700,2019-11-13 00:00:00,META
5,194.02999877929688,191.4499969482422,192.92999267578125,193.14999389648438,9040500,2019-11-14 00:00:00,META
6,195.3000030517578,193.3800048828125,194.25999450683594,195.10000610351562,11524300,2019-11-15 00:00:00,META
7,198.6300048828125,193.0500030517578,194.55999755859375,197.39999389648438,16167200,2019-11-18 00:00:00,META
8,200,196.86000061035156,197.39999389648438,199.32000732421875,19056800,2019-11-19 00:00:00,META
9,199.58999633789062,195.42999267578125,198.5800018310547,197.50999450683594,12355400,2019-11-20 00:00:00,META
10,199.08999633789062,196.86000061035156,197.4199981689453,197.92999267578125,12131000,2019-11-21 00:00:00,META
11,199.3000030517578,197.6199951171875,198.3800048828125,198.82000732421875,9959800,2019-11-22 00:00:00,META
12,200.97000122070312,199.25,199.52000427246094,199.7899932861328,15272300,2019-11-25 00:00:00,META
13,200.14999389648438,198.0399932861328,200,198.97000122070312,11735500,2019-11-26 00:00:00,META
14,203.13999938964844,199.4199981689453,199.89999389648438,202,12736600,2019-11-27 00:00:00,META
15,203.8000030517578,201.2100067138672,201.60000610351562,201.63999938964844,7985200,2019-11-29 00:00:00,META
16,202.17999267578125,198.0500030517578,202.1300048828125,199.6999969482422,11503400,2019-12-02 00:00:00,META
17,198.92999267578125,195.0800018310547,197.60000610351562,198.82000732421875,11595300,2019-12-03 00:00:00,META
18,200.02999877929688,198.0500030517578,200,198.7100067138672,8456300,2019-12-04 00:00:00,META
19,201.2899932861328,198.2100067138672,199.86000061035156,199.36000061035156,9740400,2019-12-05 00:00:00,META
20,201.57000732421875,200.05999755859375,200.5,201.0500030517578,12270600,2019-12-06 00:00:00,META
21,203.13999938964844,200.2100067138672,200.64999389648438,201.33999633789062,11954800,2019-12-09 00:00:00,META
22,202.0500030517578,200.14999389648438,201.66000366210938,200.8699951171875,9475700,2019-12-10 00:00:00,META
23,202.6300048828125,200.27999877929688,200.27999877929688,202.25999450683594,8036800,2019-12-11 00:00:00,META
24,203.66000366210938,194.10000610351562,202.35000610351562,196.75,23734800,2019-12-12 00:00:00,META
25,196.8000030517578,193.1699981689453,196.39999389648438,194.11000061035156,18798000,2019-12-13 00:00:00,META
26,199.1199951171875,194.80999755859375,195.27000427246094,197.9199981689453,14911500,2019-12-16 00:00:00,META
27,199,196.1300048828125,198.83999633789062,198.38999938964844,10175700,2019-12-17 00:00:00,META
28,204.3000030517578,200.08999633789062,200.08999633789062,202.5,23274400,2019-12-18 00:00:00,META
29,206.3000030517578,202.50999450683594,202.77999877929688,206.05999755859375,16514600,2019-12-19 00:00:00,META
30,207.7100067138672,203.42999267578125,207.47999572753906,206.3000030517578,27306900,2019-12-20 00:00:00,META
31,208.58999633789062,205.67999267578125,206.6999969482422,206.17999267578125,13348900,2019-12-23 00:00:00,META
32,206.7899932861328,205,206.3000030517578,205.1199951171875,6046300,2019-12-24 00:00:00,META
33,207.82000732421875,205.30999755859375,205.57000732421875,207.7899932861328,9350700,2019-12-26 00:00:00,META
34,208.92999267578125,206.58999633789062,208.6699981689453,208.10000610351562,10284200,2019-12-27 00:00:00,META
35,207.89999389648438,203.89999389648438,207.86000061035156,204.41000366210938,10524300,2019-12-30 00:00:00,META
36,205.55999755859375,203.60000610351562,204,205.25,8953500,2019-12-31 00:00:00,META
37,209.7899932861328,206.27000427246094,206.75,209.77999877929688,12077100,2020-01-02 00:00:00,META
38,210.39999389648438,206.9499969482422,207.2100067138672,208.6699981689453,11188400,2020-01-03 00:00:00,META
39,212.77999877929688,206.52000427246094,206.6999969482422,212.60000610351562,17058900,2020-01-06 00:00:00,META
40,214.5800018310547,211.75,212.82000732421875,213.05999755859375,14912400,2020-01-07 00:00:00,META
41,216.24000549316406,212.61000061035156,213,215.22000122070312,13475000,2020-01-08 00:00:00,META
42,218.3800048828125,216.27999877929688,217.5399932861328,218.3000030517578,12642800,2020-01-09 00:00:00,META
43,219.8800048828125,217.4199981689453,219.1999969482422,218.05999755859375,12119400,2020-01-10 00:00:00,META
44,221.97000122070312,219.2100067138672,219.60000610351562,221.91000366210938,14463400,2020-01-13 00:00:00,META
45,222.3800048828125,218.6300048828125,221.61000061035156,219.05999755859375,13288900,2020-01-14 00:00:00,META
46,221.67999267578125,220.13999938964844,220.61000061035156,221.14999389648438,10036500,2020-01-15 00:00:00,META
47,222.6300048828125,220.38999938964844,222.57000732421875,221.77000427246094,10015300,2020-01-16 00:00:00,META
48,222.2899932861328,220.52999877929688,222.02999877929688,222.13999938964844,15905900,2020-01-17 00:00:00,META
49,222.3699951171875,219.1199951171875,222.16000366210938,221.44000244140625,14275800,2020-01-21 00:00:00,META
50,222.75,221.27999877929688,222.30999755859375,221.32000732421875,12212800,2020-01-22 00:00:00,META
51,221.49000549316406,219.27000427246094,220.75,219.75999450683594,11195000,2020-01-23 00:00:00,META
52,221.77999877929688,216.11000061035156,220.8000030517578,217.94000244140625,11905800,2020-01-24 00:00:00,META
53,216.05999755859375,212.5,213.10000610351562,214.8699951171875,13810700,2020-01-27 00:00:00,META
54,218.74000549316406,213.52000427246094,216.13999938964844,217.7899932861328,13413800,2020-01-28 00:00:00,META
55,224.1999969482422,218.4499969482422,221.44000244140625,223.22999572753906,33181300,2020-01-29 00:00:00,META
56,211.42999267578125,204.75,206.52999877929688,209.52999877929688,48775500,2020-01-30 00:00:00,META
57,208.69000244140625,201.05999755859375,208.42999267578125,201.91000366210938,31359900,2020-01-31 00:00:00,META
58,205.13999938964844,202.5,203.44000244140625,204.19000244140625,15495600,2020-02-03 00:00:00,META
59,210.60000610351562,205.1999969482422,206.6199951171875,209.8300018310547,19628900,2020-02-04 00:00:00,META
60,212.72999572753906,208.7100067138672,212.50999450683594,210.11000061035156,12538200,2020-02-05 00:00:00,META
61,211.19000244140625,209.33999633789062,210.47000122070312,210.85000610351562,10567500,2020-02-06 00:00:00,META
62,212.82000732421875,209.92999267578125,210.3000030517578,212.3300018310547,12242500,2020-02-07 00:00:00,META
63,213.8000030517578,210.66000366210938,211.52000427246094,213.05999755859375,11856400,2020-02-10 00:00:00,META
64,210.86000061035156,206.50999450683594,210.19000244140625,207.19000244140625,25030800,2020-02-11 00:00:00,META
65,211.22000122070312,207.39999389648438,207.85000610351562,210.75999450683594,13813700,2020-02-12 00:00:00,META
66,214.3300018310547,209.17999267578125,209.52000427246094,213.13999938964844,15396600,2020-02-13 00:00:00,META
67,214.92999267578125,212.64999389648438,214,214.17999267578125,10741700,2020-02-14 00:00:00,META
68,217.97999572753906,213.39999389648438,213.5500030517578,217.8000030517578,15609200,2020-02-18 00:00:00,META
69,218.32000732421875,216.11000061035156,217.99000549316406,217.49000549316406,12135100,2020-02-19 00:00:00,META
70,218.77000427246094,212.9499969482422,216.52000427246094,214.5800018310547,13109200,2020-02-20 00:00:00,META
71,214.24000549316406,208.8300018310547,213.47999572753906,210.17999267578125,14092300,2020-02-21 00:00:00,META
72,203.64999389648438,198.1699981689453,201.8000030517578,200.72000122070312,23080100,2020-02-24 00:00:00,META
73,203.5,195.9499969482422,202.25,196.77000427246094,21433500,2020-02-25 00:00:00,META
74,201.2100067138672,195.49000549316406,197.19000244140625,197.1999969482422,16524500,2020-02-26 00:00:00,META
75,195.8800048828125,189.5,191.82000732421875,189.75,21682600,2020-02-27 00:00:00,META
76,192.74000549316406,181.82000732421875,182.6999969482422,192.47000122070312,32568900,2020-02-28 00:00:00,META
77,196.57000732421875,188.85000610351562,194.02999877929688,196.44000244140625,24949000,2020-03-02 00:00:00,META
78,197.24000549316406,183.97000122070312,196.22000122070312,185.88999938964844,27984100,2020-03-03 00:00:00,META
79,191.8300018310547,186.38999938964844,189.1699981689453,191.75999450683594,23062500,2020-03-04 00:00:00,META
80,188.99000549316406,183.88999938964844,186.77999877929688,185.1699981689453,19333400,2020-03-05 00:00:00,META
81,183.77999877929688,176.25999450683594,178.3300018310547,181.08999633789062,24559600,2020-03-06 00:00:00,META
82,175,165.19000244140625,169.60000610351562,169.5,29949000,2020-03-09 00:00:00,META
83,178.2899932861328,169.5,174.6699981689453,178.19000244140625,24517800,2020-03-10 00:00:00,META
84,175.8800048828125,167.66000366210938,174.00999450683594,170.24000549316406,20373900,2020-03-11 00:00:00,META
85,166.60000610351562,154.33999633789062,159.5399932861328,154.47000122070312,43266300,2020-03-12 00:00:00,META
86,170.7899932861328,157.60000610351562,163.52999877929688,170.27999877929688,35028600,2020-03-13 00:00:00,META
87,159.1300048828125,143.10000610351562,152.32000732421875,146.00999450683594,39120400,2020-03-16 00:00:00,META
88,153.94000244140625,140,150.74000549316406,149.4199981689453,34255600,2020-03-17 00:00:00,META
89,148.17999267578125,137.10000610351562,139.75,146.9600067138672,37553100,2020-03-18 00:00:00,META
90,159.92999267578125,144.8000030517578,146.6199951171875,153.1300048828125,39862300,2020-03-19 00:00:00,META
91,159.27000427246094,148,156.02000427246094,149.72999572753906,32568400,2020-03-20 00:00:00,META
92,152.30999755859375,142.25,149.66000366210938,148.10000610351562,29830800,2020-03-23 00:00:00,META
93,161.30999755859375,152.57000732421875,155.2100067138672,160.97999572753906,30440400,2020-03-24 00:00:00,META
94,162.99000549316406,153.05999755859375,158.9199981689453,156.2100067138672,35184300,2020-03-25 00:00:00,META
95,164,157.02000427246094,158.25,163.33999633789062,26556800,2020-03-26 00:00:00,META
96,160.08999633789062,154.75,158.1999969482422,156.7899932861328,24879900,2020-03-27 00:00:00,META
97,166.75,158.05999755859375,159.17999267578125,165.9499969482422,22515200,2020-03-30 00:00:00,META
98,170.92999267578125,164.1999969482422,165.47999572753906,166.8000030517578,23676300,2020-03-31 00:00:00,META
99,164.14999389648438,158.0399932861328,161.6199951171875,159.60000610351562,19507600,2020-04-01 00:00:00,META
100,161.35000610351562,155.9199981689453,159.10000610351562,158.19000244140625,20886300,2020-04-02 00:00:00,META
