Date,Open,High,Low,Close,Volume,Ticker
2022-05-10 00:00:00,199.50999,202.96001,194.19,197.64999,34452500,meta
2022-05-09 00:00:00,199.84,202.57001,195.58,196.21001,36303200,meta
2022-05-06 00:00:00,207.34,209.38,201.02,203.77,34747200,meta
2022-05-05 00:00:00,218.74001,220.17,206.16,208.28,41129200,meta
2022-05-04 00:00:00,210.64999,224.3,206.96001,223.41,41375900,meta
2022-05-03 00:00:00,210.45,214.89999,208.09,212.03,41556300,meta
2022-05-02 00:00:00,201.17,211.88,200.99001,211.13,49915300,meta
2022-04-29 00:00:00,204.46001,212.48,199.89999,200.47,49193400,meta
2022-04-28 00:00:00,202.92,208.53,192.89999,205.73,100890600,meta
2022-04-27 00:00:00,174.42999,181.21001,169.0,174.95,71062900,meta
2022-04-26 00:00:00,186.63,187.19,179.5,180.95,31747400,meta
2022-04-25 00:00:00,182.73,187.17999,181.66,186.99001,29281100,meta
2022-04-22 00:00:00,190.37,192.72,183.27,184.11,36426800,meta
2022-04-21 00:00:00,201.60001,202.97,185.58,188.07001,49954100,meta
2022-04-20 00:00:00,213.61,214.16,198.92,200.42,43036500,meta
2022-04-19 00:00:00,210.52,218.42999,209.0,217.31,20089900,meta
2022-04-18 00:00:00,210.0,213.38,208.3,210.77,16580800,meta
2022-04-14 00:00:00,214.89,214.99001,210.0,210.17999,18379500,meta
2022-04-13 00:00:00,211.82001,216.61,211.33,214.99001,19231800,meta
2022-04-12 00:00:00,220.24001,222.03,213.13,214.14,20128800,meta
2022-04-11 00:00:00,218.42,220.61,215.22,216.46001,20516600,meta
2022-04-08 00:00:00,222.38,225.13,220.03,222.33,18375700,meta
2022-04-07 00:00:00,223.92999,225.52,218.56,222.95,21037200,meta
2022-04-06 00:00:00,226.91,228.99001,221.41,223.3,28995100,meta
2022-04-05 00:00:00,234.08,236.86,231.02,231.84,29727200,meta
2022-04-04 00:00:00,225.98,234.35001,225.86,233.89,28054800,meta
2022-04-01 00:00:00,224.55,227.28,222.7,224.85001,19544800,meta
2022-03-31 00:00:00,228.45,228.49001,222.25999,222.36,24192300,meta
2022-03-30 00:00:00,228.91,231.14999,226.71001,227.85001,25588000,meta
2022-03-29 00:00:00,226.07001,230.89,225.28999,229.86,31417900,meta
2022-03-28 00:00:00,222.13,224.03999,219.53999,223.59,26224100,meta
2022-03-25 00:00:00,220.50999,225.5,218.89,221.82001,40039000,meta
2022-03-24 00:00:00,215.0,220.67,214.78999,219.57001,31502300,meta
2022-03-23 00:00:00,213.33,216.8,212.16,213.46001,23717300,meta
2022-03-22 00:00:00,211.37,219.46001,210.17999,216.64999,31998800,meta
2022-03-21 00:00:00,214.5,214.71001,207.63,211.49001,30142300,meta
2022-03-18 00:00:00,206.7,216.8,206.0,216.49001,52128000,meta
2022-03-17 00:00:00,201.7,208.03999,201.11,207.84,29499700,meta
2022-03-16 00:00:00,194.7,203.73,194.52,203.63,40640300,meta
2022-03-15 00:00:00,190.8,192.28,185.91,192.03,31721700,meta
2022-03-14 00:00:00,187.03,192.28999,185.82001,186.63,31010500,meta
2022-03-11 00:00:00,192.64,193.56,186.67,187.61,34694500,meta
2022-03-10 00:00:00,194.84,196.28,191.07001,195.21001,24853000,meta
2022-03-09 00:00:00,195.74001,199.10001,193.92,198.5,31894700,meta
2022-03-08 00:00:00,187.85001,196.7,186.11,190.28999,37508100,meta
2022-03-07 00:00:00,200.78999,200.89,187.28,187.47,38560600,meta
2022-03-04 00:00:00,202.37,205.89,198.78999,200.06,32130900,meta
2022-03-03 00:00:00,209.02,209.08,201.42,202.97,27263500,meta
2022-03-02 00:00:00,204.78,209.14999,202.02,208.11,29452100,meta
2022-03-01 00:00:00,209.87,211.75,202.22,203.49001,27094900,meta
2022-02-28 00:00:00,207.67999,213.14999,206.83,211.03,34239800,meta
2022-02-25 00:00:00,204.94,211.32001,203.17999,210.48,37627600,meta
2022-02-24 00:00:00,191.06,208.35001,190.22,207.60001,49957200,meta
2022-02-23 00:00:00,204.16,206.94,198.05,198.45,44481400,meta
2022-02-22 00:00:00,202.34,207.48,200.06,202.08,39852400,meta
2022-02-18 00:00:00,209.39,210.75,205.17999,206.16,37128400,meta
2022-02-17 00:00:00,214.02,217.5,207.16,207.71001,38747500,meta
2022-02-16 00:00:00,212.41,217.46001,212.36,216.53999,45817500,meta
2022-02-15 00:00:00,220.47,221.14999,215.06,221.0,42685500,meta
2022-02-14 00:00:00,219.31,221.0,214.78,217.7,38184000,meta
2022-02-11 00:00:00,228.46001,230.42,218.77,219.55,46156900,meta
2022-02-10 00:00:00,228.27,235.0,226.7,228.07001,49310400,meta
2022-02-09 00:00:00,224.2,233.37,222.21001,232.0,86563300,meta
2022-02-08 00:00:00,220.85001,225.77,216.14999,220.17999,94729700,meta
2022-02-07 00:00:00,237.7,238.3,224.00999,224.91,88613800,meta
2022-02-04 00:00:00,234.97,242.61,230.11,237.09,89342200,meta
2022-02-03 00:00:00,244.64999,248.0,235.75,237.75999,188119900,meta
2022-02-02 00:00:00,327.82001,328.0,316.87,323.0,58458300,meta
2022-02-01 00:00:00,314.56,319.66,312.12,319.0,18023800,meta
2022-01-31 00:00:00,300.67999,313.79001,299.32001,313.26001,21579500,meta
2022-01-28 00:00:00,295.62,301.89999,293.03,301.70999,21871600,meta
2022-01-27 00:00:00,297.75,301.70999,294.26001,294.64001,21629900,meta
2022-01-26 00:00:00,307.01001,307.51001,290.85001,294.63,28348800,meta
2022-01-25 00:00:00,299.95001,306.23001,297.57999,300.14999,25108500,meta
2022-01-24 00:00:00,297.84,309.53,289.01001,308.70999,38878100,meta
2022-01-21 00:00:00,314.81,318.31,303.04001,303.17001,28710700,meta
2022-01-20 00:00:00,323.89999,327.82001,315.98001,316.56,16925000,meta
2022-01-19 00:00:00,319.57999,327.10001,319.32999,319.59,20814700,meta
2022-01-18 00:00:00,323.29001,324.20999,317.64001,318.14999,22645600,meta
2022-01-14 00:00:00,321.79001,332.73001,321.20999,331.89999,16868500,meta
2022-01-13 00:00:00,334.98001,335.63,325.76001,326.48001,14797100,meta
2022-01-12 00:00:00,335.17999,336.37,330.03,333.26001,14104900,meta
2022-01-11 00:00:00,326.78,334.63,325.28,334.37,16226800,meta
2022-01-10 00:00:00,325.31,328.34,315.42999,328.07001,24942400,meta
2022-01-07 00:00:00,332.73999,337.0,328.88,331.79001,14722000,meta
2022-01-06 00:00:00,322.82001,339.17001,322.72,332.45999,27962800,meta
2022-01-05 00:00:00,333.01999,335.76001,323.84,324.17001,20564500,meta
2022-01-04 00:00:00,339.95001,343.09,331.87,336.53,15998000,meta
2022-01-03 00:00:00,338.29999,341.07999,337.19,338.54001,14537900,meta
2021-12-31 00:00:00,343.01999,343.44,336.26999,336.35001,12870500,meta
2021-12-30 00:00:00,344.0,347.23001,343.22,344.35999,10593300,meta
2021-12-29 00:00:00,346.91,349.69,341.64001,342.94,10747000,meta
2021-12-28 00:00:00,346.63,352.70999,345.20001,346.22,16637600,meta
2021-12-27 00:00:00,338.85001,347.87,338.01001,346.17999,17795000,meta
2021-12-23 00:00:00,330.10001,336.67001,328.35999,335.23999,13987700,meta
2021-12-22 00:00:00,333.79999,334.51001,328.26001,330.45001,16764600,meta
2021-12-21 00:00:00,326.41,336.0,323.75,334.20001,16116800,meta
2021-12-20 00:00:00,329.78,329.89999,322.53,325.45001,17901800,meta
2021-12-17 00:00:00,332.79999,337.10999,330.75,333.79001,40012600,meta
2021-12-16 00:00:00,338.98001,344.45999,333.73999,334.89999,22635000,meta
2021-12-15 00:00:00,332.48999,342.10999,323.98001,341.66,24681300,meta
2021-12-14 00:00:00,328.04999,335.70001,327.64999,333.73999,20461000,meta
2021-12-13 00:00:00,330.95001,341.09,329.59,334.48999,22948700,meta
2021-12-10 00:00:00,332.56,335.03,326.37,329.75,14528000,meta
2021-12-09 00:00:00,329.54001,336.13,328.0,329.82001,16879200,meta
2021-12-08 00:00:00,325.0,332.75,323.07001,330.56,19937700,meta
2021-12-07 00:00:00,321.57001,326.54001,321.0,322.81,18794000,meta
2021-12-06 00:00:00,308.13,320.10001,306.34,317.87,21758300,meta
2021-12-03 00:00:00,313.73001,313.75,299.5,306.84,27471000,meta
2021-12-02 00:00:00,311.39999,314.60001,307.20001,310.39001,24396200,meta
2021-12-01 00:00:00,330.29001,330.5,310.29001,310.60001,30329600,meta
2021-11-30 00:00:00,335.0,335.81,323.42999,324.45999,25390000,meta
2021-11-29 00:00:00,336.89001,340.67001,335.31,338.03,16650900,meta
2021-11-26 00:00:00,335.79999,337.75,331.89999,333.12,14750700,meta
2021-11-24 00:00:00,336.0,341.78,332.81,341.06,13566200,meta
2021-11-23 00:00:00,338.92999,341.39999,333.5,337.25,17225000,meta
2021-11-22 00:00:00,349.04999,353.82999,340.51001,341.01001,27116800,meta
2021-11-19 00:00:00,342.20001,352.10001,339.89999,345.29999,26488500,meta
2021-11-18 00:00:00,339.72,342.45999,335.29999,338.69,17487200,meta
2021-11-17 00:00:00,344.23999,347.29999,340.10001,340.76999,13602800,meta
2021-11-16 00:00:00,343.82999,346.64999,340.87,342.95999,18181100,meta
2021-11-15 00:00:00,344.34,353.64999,343.20001,347.56,25076600,meta
2021-11-12 00:00:00,330.17999,341.85999,329.78,340.89001,25414300,meta
2021-11-11 00:00:00,329.82001,332.45999,327.0,327.73999,12376600,meta
2021-11-10 00:00:00,332.48999,333.19,325.51001,327.64001,21872600,meta
2021-11-09 00:00:00,340.0,341.31,334.47,335.37,17556700,meta
2021-11-08 00:00:00,344.42001,344.79001,338.34,338.62,18342500,meta
2021-11-05 00:00:00,340.31,346.79001,339.64001,341.13,26872800,meta
2021-11-04 00:00:00,334.01001,337.26999,332.64999,335.85001,22495300,meta
2021-11-03 00:00:00,327.48999,332.14999,323.20001,331.62,20786500,meta
2021-11-02 00:00:00,331.38,334.79001,323.79999,328.07999,28353000,meta
2021-11-01 00:00:00,326.04001,333.45001,326.0,329.98001,31518900,meta
2021-10-29 00:00:00,320.19,326.0,319.60001,323.57001,37059400,meta
2021-10-28 00:00:00,312.98999,325.51999,308.10999,316.92001,50806800,meta
2021-10-27 00:00:00,314.19,319.25,312.06,312.22,29971800,meta
2021-10-26 00:00:00,328.26001,330.20999,309.60001,315.81,65654000,meta
2021-10-25 00:00:00,320.29999,329.56,319.72,328.69,38409000,meta
2021-10-22 00:00:00,326.35001,329.63,321.10999,324.60999,35224500,meta
2021-10-21 00:00:00,340.28,342.31,337.79999,341.88,16354400,meta
2021-10-20 00:00:00,343.45001,343.98001,339.45001,340.78,13639500,meta
2021-10-19 00:00:00,339.64999,342.45999,337.28,339.98999,18786300,meta
2021-10-18 00:00:00,328.95001,335.89001,327.5,335.34,21585000,meta
2021-10-15 00:00:00,328.67999,329.07001,322.51001,324.76001,21596400,meta
2021-10-14 00:00:00,328.35999,330.51999,327.10001,328.53,14302200,meta
2021-10-13 00:00:00,326.97,327.0,322.66,324.54001,14761500,meta
2021-10-12 00:00:00,323.03,324.38,317.37,323.76999,31658700,meta
2021-10-11 00:00:00,327.63,330.45999,325.31,325.45001,14708200,meta
2021-10-08 00:00:00,331.51001,333.39999,328.70999,330.04999,15946100,meta
2021-10-07 00:00:00,337.0,338.84,328.98001,329.22,28307500,meta
2021-10-06 00:00:00,329.73999,334.38,325.79999,333.64001,26443000,meta
2021-10-05 00:00:00,328.57999,335.17999,326.16,332.95999,35377900,meta
2021-10-04 00:00:00,335.53,335.94,322.70001,326.23001,42885000,meta
2021-10-01 00:00:00,341.60999,345.01999,338.64001,343.01001,14905300,meta
2021-09-30 00:00:00,340.45001,342.79999,338.14999,339.39001,16547100,meta
2021-09-29 00:00:00,343.14999,345.23001,338.88,339.60999,14452200,meta
2021-09-28 00:00:00,347.97,349.60001,338.92001,340.64999,21710300,meta
2021-09-27 00:00:00,349.81,355.14999,347.07999,353.57999,15205800,meta
2021-09-24 00:00:00,343.23999,354.35001,342.37,352.95999,18801900,meta
2021-09-23 00:00:00,345.35999,349.67001,343.0,345.95999,21806300,meta
2021-09-22 00:00:00,347.23001,349.84,340.69,343.20999,43692900,meta
2021-09-21 00:00:00,358.5,360.04001,355.19,357.48001,11751900,meta
2021-09-20 00:00:00,359.29999,361.03,349.79999,355.70001,19822800,meta
2021-09-17 00:00:00,371.41,371.41,361.59,364.72,26299000,meta
2021-09-16 00:00:00,372.79001,373.56,369.70999,373.06,11934200,meta
2021-09-15 00:00:00,377.0,377.56,367.67001,373.92001,17940300,meta
2021-09-14 00:00:00,377.39999,378.59,375.10999,376.53,8711600,meta
2021-09-13 00:00:00,381.67999,381.75,374.35001,376.51001,13026300,meta
2021-09-10 00:00:00,381.35999,383.79001,378.26001,378.69,11549600,meta
2021-09-09 00:00:00,377.64001,379.82999,376.57001,378.0,9098900,meta
2021-09-08 00:00:00,380.16,380.87,374.79001,377.57001,11067200,meta
2021-09-07 00:00:00,375.88,382.95999,373.14999,382.17999,10793800,meta
2021-09-03 00:00:00,374.75,377.16,373.10999,376.26001,7509600,meta
2021-09-02 00:00:00,381.5,381.75,374.06,375.28,14832900,meta
2021-09-01 00:00:00,379.59,384.32999,378.81,382.04999,11567200,meta
2021-08-31 00:00:00,379.95001,382.76001,378.79999,379.38,12345400,meta
2021-08-30 00:00:00,372.56,381.48999,370.51999,380.66,13547300,meta
2021-08-27 00:00:00,365.10001,373.73999,364.07999,372.63,11219100,meta
2021-08-26 00:00:00,368.38,369.44,364.13,364.38,7888700,meta
2021-08-25 00:00:00,365.60001,370.85999,365.39999,368.39001,9684500,meta
2021-08-24 00:00:00,363.66,367.95999,361.84,365.51001,9235100,meta
2021-08-23 00:00:00,359.44,365.69,359.10001,363.35001,10942000,meta
2021-08-20 00:00:00,354.60001,359.98999,353.31,359.37,8697700,meta
2021-08-19 00:00:00,351.35001,357.57001,351.0,355.12,12004500,meta
2021-08-18 00:00:00,356.25,359.85999,355.14999,355.45001,10042400,meta
2021-08-17 00:00:00,362.98001,364.67001,355.07001,358.45001,12328700,meta
2021-08-16 00:00:00,362.51999,366.95001,357.38,366.56,11222100,meta
2021-08-13 00:00:00,362.97,364.66,361.48001,363.17999,7195700,meta
2021-08-12 00:00:00,358.45001,363.0,357.10999,362.64999,7170700,meta
2021-08-11 00:00:00,362.10001,362.35999,357.81,359.95999,8400300,meta
2021-08-10 00:00:00,361.82999,364.10001,359.04001,361.13,7469900,meta
2021-08-09 00:00:00,363.76001,365.78,360.75,361.60999,7798900,meta
2021-08-06 00:00:00,361.39999,365.14999,361.39999,363.51001,8925000,meta
2021-08-05 00:00:00,359.64001,363.89999,356.89999,362.97,10247200,meta
2021-08-04 00:00:00,352.42001,360.48001,351.51001,358.92001,14180600,meta
2021-08-03 00:00:00,352.73001,353.76999,347.70001,351.23999,12406100,meta
2021-08-02 00:00:00,358.10001,359.39999,350.73999,351.95001,13180400,meta
2021-07-30 00:00:00,354.0,360.73001,352.94,356.29999,15976200,meta
2021-07-29 00:00:00,361.0,365.51999,356.73999,358.32001,33413200,meta
2021-07-28 00:00:00,374.56,377.54999,366.92999,373.28,29676900,meta
2021-07-27 00:00:00,371.91,373.14999,364.54999,367.81,15705400,meta
2021-07-26 00:00:00,369.57999,374.44,368.22,372.45999,14925200,meta
2021-07-23 00:00:00,360.91,375.32999,357.19,369.79001,33694300,meta
2021-07-22 00:00:00,346.67999,351.54001,345.20999,351.19,12385400,meta
2021-07-21 00:00:00,341.5,346.51999,341.25,346.23001,9279700,meta
2021-07-20 00:00:00,338.79999,343.45001,334.5,341.66,11024300,meta
2021-07-19 00:00:00,337.57001,339.79001,334.54001,336.95001,14372300,meta
2021-07-16 00:00:00,344.91,345.98999,340.14001,341.16,11026100,meta
2021-07-15 00:00:00,349.23001,349.23001,340.22,344.45999,14781600,meta
2021-07-14 00:00:00,354.56,355.20001,346.73001,347.63,13894200,meta
2021-07-13 00:00:00,351.5,358.48999,348.79999,352.09,11456000,meta
2021-07-12 00:00:00,351.23001,354.19,349.64001,353.16,10018600,meta
2021-07-09 00:00:00,345.32001,350.70999,345.26999,350.42001,13018700,meta
2021-07-08 00:00:00,345.73001,348.32999,342.56,345.64999,14406500,meta
2021-07-07 00:00:00,355.26001,356.48999,350.0,350.48999,14218900,meta
2021-07-06 00:00:00,356.5,358.79001,349.17999,352.78,13488500,meta
2021-07-02 00:00:00,355.10001,356.44,352.62,354.70001,11521300,meta
2021-07-01 00:00:00,346.82001,354.67001,346.5,354.39001,17137000,meta
2021-06-30 00:00:00,352.17001,352.92001,347.17001,347.70999,15107500,meta
2021-06-29 00:00:00,356.26999,356.73999,349.04999,351.89001,21417300,meta
2021-06-28 00:00:00,342.45999,358.14001,341.76999,355.64001,29156100,meta
2021-06-25 00:00:00,342.59,344.12,339.67999,341.37,14594400,meta
2021-06-24 00:00:00,341.85001,344.89999,341.79001,343.17999,12329100,meta
2021-06-23 00:00:00,339.35001,343.42001,338.20001,340.59,14817800,meta
2021-06-22 00:00:00,332.69,339.92001,332.60001,339.03,15345300,meta
2021-06-21 00:00:00,331.09,332.92001,327.64999,332.29001,11337500,meta
2021-06-18 00:00:00,334.53,336.14999,329.0,329.66,23039500,meta
2021-06-17 00:00:00,330.48999,337.98001,330.14999,336.51001,17794100,meta
2021-06-16 00:00:00,336.70001,337.54999,328.72,331.07999,17232200,meta
2021-06-15 00:00:00,336.98999,339.92001,335.03,336.75,15795200,meta
2021-06-14 00:00:00,331.89999,336.82001,329.81,336.76999,12250800,meta
2021-06-11 00:00:00,332.57999,332.82999,328.92999,331.26001,13587900,meta
2021-06-10 00:00:00,330.79001,333.94,328.54999,332.45999,13240200,meta
2021-06-09 00:00:00,335.73999,336.79999,330.0,330.25,13727900,meta
2021-06-08 00:00:00,336.70001,338.29999,332.23999,333.67999,14580500,meta
2021-06-07 00:00:00,329.48001,337.69,328.92999,336.57999,20136700,meta
2021-06-04 00:00:00,325.89999,332.45999,325.17999,330.35001,13289400,meta
2021-06-03 00:00:00,325.78,327.38,323.48001,326.04001,12610800,meta
2021-06-02 00:00:00,330.38,331.87,327.12,329.14999,11654300,meta
2021-06-01 00:00:00,330.14999,331.42001,326.64001,329.13,11765900,meta
2021-05-28 00:00:00,331.0,332.87,328.32999,328.73001,12037400,meta
2021-05-27 00:00:00,328.0,333.78,326.76001,332.75,20477700,meta
2021-05-26 00:00:00,328.35001,329.82999,325.82001,327.66,9686900,meta
2021-05-25 00:00:00,327.07999,329.17999,324.79999,327.79001,16437000,meta
2021-05-24 00:00:00,318.20999,325.95001,318.03,324.63,16445400,meta
2021-05-21 00:00:00,319.29001,319.92999,315.81,316.23001,13600900,meta
2021-05-20 00:00:00,313.57999,319.25,313.16,318.60999,17320200,meta
2021-05-19 00:00:00,304.19,314.66,303.57001,313.59,19106200,meta
2021-05-18 00:00:00,315.59,316.5,309.81,309.95999,14522400,meta
2021-05-17 00:00:00,313.54999,315.67999,311.57999,315.45999,15401300,meta
2021-05-14 00:00:00,309.54001,316.85001,309.07999,315.94,19245700,meta
2021-05-13 00:00:00,306.07999,308.85999,302.76999,305.26001,18079200,meta
